"Kod";"Nazwa";"ogółem;2002;[zł]";"ogółem;2003;[zł]";"ogółem;2004;[zł]";"ogółem;2005;[zł]";"ogółem;2006;[zł]";"ogółem;2007;[zł]";"ogółem;2008;[zł]";"ogółem;2009;[zł]";"ogółem;2010;[zł]";"ogółem;2011;[zł]";"ogółem;2012;[zł]";"ogółem;2013;[zł]";"ogółem;2014;[zł]";"ogółem;2015;[zł]";
4305905000;"Powiat grodziski";1710,93;1763,47;1792,06;1818,29;1855,39;1992,12;2191,80;2402,82;2501,47;2639,86;2819,79;2945,14;2976,94;2931,27;
4305911000;"Powiat kościański";1777,97;1816,09;1865,90;1893,98;2024,17;2256,12;2528,66;2630,27;2746,53;2855,66;2955,65;3149,89;3257,11;3398,70;
4305913000;"Powiat leszczyński";1850,48;2072,76;2074,61;2152,29;2299,48;2550,36;2749,10;2853,97;3005,53;3194,85;3450,36;3533,58;3678,43;3812,62;
4305914000;"Powiat międzychodzki";1674,37;1706,89;1822,12;1794,89;1919,32;2153,50;2334,46;2592,09;2642,45;2790,82;2839,46;2996,65;3172,75;3207,93;
4305915000;"Powiat nowotomyski";1796,01;1854,88;1911,70;1986,01;2141,58;2397,58;2582,17;2742,29;2882,44;3038,62;3167,43;3283,41;3466,29;3547,42;
4305922000;"Powiat rawicki";1512,11;1582,02;1625,58;1633,32;1738,20;1898,14;2155,03;2287,60;2426,25;2574,75;2716,43;2829,57;2920,61;3045,68;
4305929000;"Powiat wolsztyński";1532,21;1623,09;1751,71;1790,57;1906,04;2180,60;2328,31;2394,07;2490,09;2594,94;2708,32;2812,19;3013,55;3189,94;
4305963000;"Powiat m.Leszno";1969,70;1967,31;2026,44;2047,01;2095,97;2276,53;2489,99;2593,63;2689,37;2892,51;2977,96;3225,98;3362,89;3427,70;
4306000000;"PODREGION 60 - PILSKI";1826,73;1862,53;1943,12;2015,31;2148,41;2393,54;2628,03;2749,86;2885,69;3025,14;3136,94;3302,81;3394,31;3437,96;
4306001000;"Powiat chodzieski";1648,80;1694,80;1776,93;1846,93;1997,07;2295,79;2523,12;2641,06;2743,98;2860,30;3020,99;3226,41;3303,09;3488,04;
4306002000;"Powiat czarnkowsko-trzcianecki";1800,35;1881,73;1943,44;1996,05;2140,37;2340,56;2621,49;2743,37;2848,43;3009,40;3149,29;3226,12;3410,14;3506,61;
4306019000;"Powiat pilski";1962,59;1994,10;2080,86;2185,11;2303,62;2567,82;2765,46;2873,28;3059,54;3186,50;3263,28;3539,58;3635,85;3569,05;
4306028000;"Powiat wągrowiecki";1728,48;1786,06;1867,81;1875,56;1967,28;2143,67;2403,16;2540,06;2679,02;2897,22;3084,27;3074,53;3135,77;3346,90;
4306031000;"Powiat złotowski";1643,82;1656,12;1743,90;1797,70;1950,95;2192,99;2448,80;2610,42;2675,54;2788,01;2922,82;2969,30;3019,42;3114,52;
4306100000;"PODREGION 61 - POZNAŃSKI";1988,91;2100,59;2166,77;2202,44;2313,90;2546,32;2834,59;2878,72;3104,99;3264,00;3377,82;3492,70;3527,19;3693,57;
4306116000;"Powiat obornicki";1858,27;1965,92;2086,73;2064,42;2157,39;2347,03;2476,16;2678,83;2893,44;3031,88;3197,81;3214,37;3595,79;3620,93;
4306121000;"Powiat poznański";2037,60;2170,03;2223,92;2245,02;2362,00;2596,78;2901,70;2909,66;3161,97;3313,05;3405,01;3513,25;3520,37;3697,14;
4306124000;"Powiat szamotulski";2031,21;2071,78;2164,34;2254,24;2335,51;2548,57;2788,34;2880,98;3036,38;3268,61;3569,58;3821,96;3817,63;3975,80;
4306125000;"Powiat średzki";1919,96;1995,66;2122,89;2162,07;2279,84;2548,58;2791,95;2934,94;3053,97;3195,94;3238,52;3310,35;3466,94;3626,56;
4306126000;"Powiat śremski";1821,54;1920,25;1895,29;1951,11;2029,89;2214,05;2502,48;2633,30;2758,09;2893,71;2998,45;3060,02;3108,41;3250,33;
4306200000;"PODREGION 62 - M. POZNAŃ";2395,19;2504,90;2615,90;2734,73;2889,84;3156,71;3517,34;3668,55;3814,08;3987,13;4119,68;4256,82;4354,40;4549,11;
4306264000;"Powiat m.Poznań";2395,19;2504,90;2615,90;2734,73;2889,84;3156,71;3517,34;3668,55;3814,08;3987,13;4119,68;4256,82;4354,40;4549,11;
4320000000;"ZACHODNIOPOMORSKIE";2068,44;2134,74;2221,63;2307,99;2406,98;2615,83;2881,00;3021,51;3120,15;3289,56;3417,76;3539,12;3649,27;3793,68;
4326300000;"PODREGION 63 - KOSZALIŃSKI";1925,32;1970,71;2034,48;2086,95;2192,13;2382,27;2648,82;2773,97;2904,47;3045,57;3189,44;3304,24;3401,87;3480,06;
4326301000;"Powiat białogardzki";1749,98;1791,92;1872,84;1930,55;2027,16;2194,67;2520,14;2595,81;2733,21;2939,20;3090,04;3185,19;3340,94;3394,74;
4326308000;"Powiat kołobrzeski";1785,58;1887,39;1963,54;2056,36;2153,82;2336,90;2648,42;2743,18;2844,96;2952,43;3130,38;3199,39;3311,54;3391,16;
4326309000;"Powiat koszaliński";1823,84;1895,26;1962,48;2037,72;2114,31;2296,30;2503,35;2612,20;2766,65;2999,02;3118,05;3200,10;3310,28;3430,31;
4326313000;"Powiat sławieński";1700,50;1736,90;1759,59;1773,70;1856,78;2124,21;2401,03;2521,60;2630,46;2796,72;2905,46;2958,67;3057,18;3120,70;
4326361000;"Powiat m.Koszalin";2078,06;2103,25;2169,24;2219,75;2352,94;2534,90;2774,00;2931,88;3070,78;3181,23;3323,31;3492,03;3568,03;3644,39;
4326400000;"PODREGION 64 - SZCZECINECKO-PYRZYCKI";1783,33;1831,82;1938,50;2006,34;2076,81;2270,10;2462,28;2601,95;2713,78;2908,19;3045,76;3149,36;3259,79;3338,95;
4326402000;"Powiat choszczeński";1728,19;1768,20;1874,45;1912,19;2027,08;2228,60;2447,98;2676,39;2811,79;2987,64;3151,12;3163,56;3305,47;3397,02;
4326403000;"Powiat drawski";1773,67;1802,40;1936,31;1990,13;1949,77;2158,84;2416,31;2477,64;2589,60;2719,38;2827,94;2909,17;2999,87;3068,19;
4326410000;"Powiat myśliborski";1715,13;1796,42;1885,54;1998,57;2017,82;2206,57;2453,22;2565,77;2680,21;2943,01;3143,15;3315,48;3344,71;3382,88;
4326412000;"Powiat pyrzycki";1834,18;1894,85;1915,58;1918,41;2013,60;2112,50;2377,42;2609,36;2649,26;2735,56;2768,91;2964,75;3091,46;3189,06;
4326415000;"Powiat szczecinecki";2026,02;2033,58;2166,43;2187,41;2343,44;2569,09;2628,48;2764,65;2894,86;3105,57;3244,82;3355,74;3514,38;3574,91;
4326416000;"Powiat świdwiński";1610,46;1658,81;1767,64;1886,16;1922,03;2075,56;2263,03;2415,92;2482,27;2772,15;2892,61;2916,21;3033,78;3162,58;
4326417000;"Powiat wałecki";1711,76;1815,76;1945,07;2017,06;2131,65;2383,47;2538,35;2678,58;2827,15;2978,86;3093,47;3228,77;3336,50;3447,21;
4326418000;"Powiat łobeski";1697,40;1733,44;1822,83;1933,33;1992,79;2124,98;2358,34;2500,41;2642,12;2841,15;3082,29;3122,22;3289,68;3419,11;
4326500000;"PODREGION 65 - M. SZCZECIN";2282,01;2365,24;2476,19;2630,23;2734,68;2975,73;3290,65;3472,49;3586,82;3761,89;3881,46;4029,51;4176,65;4381,58;
4326562000;"Powiat m.Szczecin";2282,01;2365,24;2476,19;2630,23;2734,68;2975,73;3290,65;3472,49;3586,82;3761,89;3881,46;4029,51;4176,65;4381,58;
4326600000;"PODREGION 66 - SZCZECIŃSKI";2078,07;2155,08;2217,02;2274,14;2371,57;2567,68;2837,52;2984,43;3042,28;3204,04;3319,75;3437,47;3546,88;3712,34;
4326604000;"Powiat goleniowski";1946,85;1963,13;2030,30;2107,42;2220,20;2450,32;2690,22;2868,19;3029,67;3151,40;3265,66;3411,12;3511,95;3681,15;
4326605000;"Powiat gryficki";1830,51;1811,15;1847,64;1905,94;1984,91;2203,07;2422,35;2522,96;2680,43;2731,19;2831,03;2935,53;3057,57;3184,98;
4326606000;"Powiat gryfiński";2334,93;2453,05;2551,88;2600,67;2690,10;2928,92;3199,74;3402,32;2918,12;3068,98;3222,07;3327,05;3399,34;3534,88;
4326607000;"Powiat kamieński";1848,97;1914,69;1940,03;1983,01;2068,45;2209,45;2409,50;2590,04;2757,00;2898,73;2968,40;3041,77;3123,30;3201,23;
4326611000;"Powiat policki";2442,90;2568,27;2652,86;2814,30;2913,87;3035,02;3463,16;3439,16;3568,57;3721,07;3921,50;4006,56;4139,86;4309,12;
4326614000;"Powiat stargardzki";1862,91;1933,49;2013,39;2056,89;2130,66;2322,96;2565,94;2790,80;2866,72;3110,83;3171,47;3274,44;3328,64;3523,62;
4326663000;"Powiat m.Świnoujście";2005,51;2241,77;2281,32;2319,39;2472,34;2666,05;2936,78;3087,66;3261,27;3598,11;3729,48;3903,93;4127,79;4344,85;
5000000000;"Region południowo-zachodni";2132,87;2200,04;2317,99;2426,92;2563,20;2807,75;3082,06;3231,74;3356,03;3519,48;3640,02;3791,57;3963,11;4125,17;
5020000000;"DOLNOŚLĄSKIE";2163,57;2233,58;2356,89;2477,56;2617,16;2860,66;3135,83;3295,44;3412,37;3587,25;3709,32;3868,86;4042,86;4204,24;
5020100000;"PODREGION 1 - JELENIOGÓRSKI";2031,09;2085,53;2190,22;2218,44;2332,24;2502,36;2722,69;2910,76;2857,49;3030,82;3154,03;3250,31;3392,52;3548,77;
5020101000;"Powiat bolesławiecki";1873,59;1951,43;2027,29;2086,26;2153,06;2324,46;2476,41;2629,01;2789,80;2936,93;3057,28;3231,49;3422,90;3548,69;
5020105000;"Powiat jaworski";1705,19;1766,69;1851,79;1888,36;2009,38;2193,68;2368,60;2506,86;2654,67;2837,23;2983,89;3040,71;3142,45;3323,37;
5020106000;"Powiat jeleniogórski";1691,34;1754,74;1823,39;1878,46;2012,25;2158,71;2369,63;2562,15;2699,92;2867,09;3031,43;3128,87;3232,50;3413,66;
5020107000;"Powiat kamiennogórski";1728,28;1789,33;1824,14;1863,91;1995,80;2173,04;2374,82;2546,98;2701,25;2864,01;2983,93;3045,35;3161,57;3269,22;
5020110000;"Powiat lubański";1704,60;1736,02;1807,46;1840,27;1941,71;2111,18;2314,66;2464,38;2600,59;2809,95;2937,03;3034,94;3195,72;3313,97;
5020112000;"Powiat lwówecki";1748,34;1814,34;1910,31;1970,42;2065,14;2214,40;2487,06;2613,72;2714,29;2915,48;3010,71;3104,47;3132,07;3323,95;
5020125000;"Powiat zgorzelecki";2663,37;2695,69;2931,96;2900,76;3033,50;3232,80;3506,50;3765,10;3133,95;3264,77;3406,01;3435,69;3551,19;3630,73;
5020126000;"Powiat złotoryjski";1822,97;1893,55;2022,18;2104,68;2240,46;2454,96;2733,11;3054,76;3159,35;3309,08;3424,12;3574,21;3681,55;3826,13;
5020161000;"Powiat m.Jelenia Góra";2106,23;2175,01;2233,19;2286,11;2398,28;2548,93;2795,85;2913,03;2969,75;3192,15;3291,09;3367,22;3577,03;3835,12;
5020200000;"PODREGION 2 - LEGNICKO-GŁOGOWSKI";2510,20;2633,31;2795,73;3022,86;3194,93;3512,55;3710,54;3879,43;4039,96;4238,64;4432,22;4620,55;4796,21;4942,92;
5020203000;"Powiat głogowski";1868,60;1970,64;2045,52;2133,48;2276,38;2452,70;2647,38;2859,95;2914,21;3028,65;3122,99;3320,48;3460,12;3615,99;
5020204000;"Powiat górowski";1730,53;1743,33;1769,96;1857,89;1944,30;2101,60;2376,54;2464,05;2598,06;2755,49;2908,49;3066,83;3142,52;3242,71;
5020209000;"Powiat legnicki";1698,83;1783,42;1807,29;1859,22;1990,38;2181,72;2393,66;2614,48;2737,49;2918,37;3065,20;3179,49;3354,83;3403,32;
5020211000;"Powiat lubiński";3384,93;3611,52;3898,92;4407,02;4669,76;5261,68;5432,42;5615,55;6012,95;6281,17;6541,95;6641,40;6807,05;6955,85;
5020216000;"Powiat polkowicki";2095,42;2116,76;2337,66;2395,29;2573,76;2780,45;3040,94;3177,69;3326,76;3574,09;3731,51;4050,14;4292,91;4430,87;
5020262000;"Powiat m.Legnica";1916,23;1958,43;1975,71;2020,14;2110,66;2282,17;2543,39;2709,33;2763,74;2899,24;3034,05;3188,81;3406,69;3582,11;
5020300000;"PODREGION 3 - WAŁBRZYSKI";1886,73;1945,31;2037,56;2124,09;2242,23;2468,10;2707,44;2872,70;2996,30;3178,25;3279,29;3383,23;3536,76;3657,49;
5020302000;"Powiat dzierżoniowski";1703,68;1785,00;1837,06;1900,52;2028,86;2246,79;2489,40;2645,13;2832,05;3024,11;3113,13;3156,11;3299,96;3406,18;
5020308000;"Powiat kłodzki";1786,22;1839,79;1905,66;1998,81;2102,68;2308,06;2511,35;2663,41;2803,23;2962,33;3063,43;3200,48;3333,36;3410,23;
5020319000;"Powiat świdnicki";1898,74;1992,17;2086,88;2163,89;2284,51;2507,13;2752,82;2939,85;3008,78;3178,31;3279,67;3394,63;3547,60;3736,97;
5020321000;"Powiat wałbrzyski";1639,23;2067,74;2200,07;2290,54;2427,25;2683,57;2952,00;3144,13;3281,07;3470,48;3564,91;3138,11;3213,78;3293,54;
5020324000;"Powiat ząbkowicki";1880,11;1904,57;1979,31;2084,21;2140,38;2307,68;2487,51;2579,21;2709,91;2923,66;3097,44;3201,11;3284,04;3388,52;
5020363000;"Powiat m.Wałbrzych do 2002";2117,52;;;;;;;;;;;;;;
5020365000;"Powiat m.Wałbrzych od 2013";;;;;;;;;;;;3735,14;3943,28;4036,65;
5020400000;"PODREGION 4 - WROCŁAWSKI";1893,40;1949,59;1998,88;2072,83;2198,87;2447,88;2682,81;2812,66;2990,49;3197,45;3322,59;3430,83;3576,33;3634,49;
5020413000;"Powiat milicki";1696,74;1733,47;1781,32;1879,99;1958,43;2190,25;2396,97;2467,59;2620,28;2784,02;2864,74;2935,92;3082,62;3221,15;
5020414000;"Powiat oleśnicki";1740,34;1759,35;1811,32;1900,52;2007,27;2205,88;2448,70;2528,21;2672,93;2856,02;3060,40;3254,89;3308,51;3456,50;
5020415000;"Powiat oławski";1972,34;2049,68;2073,00;2147,26;2282,90;2570,69;2737,90;2863,00;3030,98;3182,71;3302,68;3398,13;3538,01;3738,78;
5020417000;"Powiat strzeliński";1948,89;1993,21;2045,89;2135,19;2195,48;2385,80;2676,17;2860,62;2958,48;3102,58;3293,97;3393,16;3485,97;3595,32;
5020418000;"Powiat średzki";1934,31;2010,33;2112,73;2166,62;2220,80;2452,93;2720,35;2875,09;2993,49;3358,61;3454,21;3602,22;3879,13;3826,72;
5020420000;"Powiat trzebnicki";1843,55;1916,09;2003,25;2051,13;2198,96;2412,72;2668,13;2751,33;3004,13;3117,08;3202,70;3166,96;3226,50;3323,99;
5020422000;"Powiat wołowski";1894,47;1899,98;1962,85;2032,95;2089,54;2410,69;2728,85;2892,09;3036,22;3313,99;3394,22;3554,83;3791,34;4001,80;
5020423000;"Powiat wrocławski";2104,18;2221,17;2232,00;2285,63;2526,97;2697,55;2852,35;3003,49;3195,30;3416,69;3531,74;3638,25;3814,74;3706,59;
5020500000;"PODREGION 5 - M. WROCŁAW";2298,65;2367,30;2511,41;2649,62;2797,71;3048,98;3415,39;3556,10;3675,85;3827,68;3923,93;4129,56;4337,99;4569,88;
5020564000;"Powiat m.Wrocław";2298,65;2367,30;2511,41;2649,62;2797,71;3048,98;3415,39;3556,10;3675,85;3827,68;3923,93;4129,56;4337,99;4569,88;
5160000000;"OPOLSKIE";2029,99;2087,30;2183,74;2249,89;2367,74;2607,45;2873,22;2987,87;3137,29;3249,58;3358,42;3473,40;3632,84;3793,28;
5163100000;"PODREGION 31 - NYSKI";1772,01;1820,19;1919,12;1990,06;2090,09;2327,30;2525,79;2655,47;2780,65;2930,88;3061,39;3178,72;3309,34;3419,91;
5163101000;"Powiat brzeski";1812,89;1842,78;2001,14;2020,56;2109,13;2444,73;2618,35;2687,60;2795,69;2962,78;3067,56;3198,10;3400,47;3546,88;
5163102000;"Powiat głubczycki";1786,49;1842,45;1915,69;1991,34;2148,49;2363,83;2592,27;2750,66;2878,02;3031,11;3111,54;3185,50;3299,08;3354,70;
5163106000;"Powiat namysłowski";1912,57;1956,53;2062,95;2190,63;2180,72;2380,02;2548,88;2671,86;2833,22;2974,33;3152,42;3278,50;3446,82;3609,87;
5163107000;"Powiat nyski";1720,63;1783,79;1847,99;1938,81;2050,28;2257,82;2459,65;2612,02;2733,31;2846,85;3012,34;3117,30;3227,41;3337,24;
5163110000;"Powiat prudnicki";1712,22;1744,88;1856,02;1909,73;2032,48;2224,60;2448,47;2594,65;2730,02;2958,74;3052,97;3216,69;3265,40;3329,80;
5163200000;"PODREGION 32 - OPOLSKI";2144,14;2204,58;2295,24;2357,40;2484,14;2724,22;3014,11;3121,38;3281,48;3378,29;3477,52;3592,28;3762,67;3942,45;
5163203000;"Powiat kędzierzyńsko-kozielski";2140,54;2197,49;2326,20;2387,96;2636,85;2923,97;3290,81;3363,79;3518,97;3753,82;3793,84;4010,56;4241,22;4444,99;
5163204000;"Powiat kluczborski";1822,92;1860,65;1969,43;2022,05;2167,54;2373,00;2634,96;2730,08;2848,38;2994,99;3200,22;3236,92;3381,34;3529,72;
5163205000;"Powiat krapkowicki";2483,63;2587,59;2721,26;2790,61;2931,64;3186,01;3544,89;3602,56;3798,54;3597,89;3720,00;3881,81;4125,02;4183,01;
5163208000;"Powiat oleski";1846,33;1908,09;1979,46;2035,72;2159,31;2263,00;2511,31;2622,70;2731,82;2868,91;3013,57;3086,82;3178,31;3321,49;
5163209000;"Powiat opolski";2032,28;2079,75;2126,06;2191,24;2210,40;2430,34;2637,16;2681,01;2872,04;2785,98;2948,63;3022,58;3210,87;3376,90;
5163211000;"Powiat strzelecki";1840,68;1943,82;2029,00;2104,69;2221,78;2401,25;2656,52;2839,95;2929,69;3079,75;3221,15;3292,79;3434,30;3575,74;
5163261000;"Powiat m.Opole";2276,22;2326,35;2411,36;2471,69;2595,37;2876,99;3193,94;3352,46;3541,80;3714,16;3771,22;3872,66;4009,85;4225,15;
6000000000;"Region północny";2041,93;2104,11;2193,48;2287,97;2413,27;2613,95;2875,25;3013,82;3102,46;3264,58;3391,07;3531,14;3671,72;3782,48;
6040000000;"KUJAWSKO-POMORSKIE";1953,39;2000,96;2087,30;2153,46;2268,87;2443,17;2691,69;2810,97;2910,82;3062,32;3182,31;3322,09;3439,06;3540,25;
6040600000;"PODREGION 6 - BYDGOSKO-TORUŃSKI";2068,58;2117,82;2215,95;2308,20;2440,26;2637,83;2910,95;3015,55;3102,87;3279,74;3399,11;3554,43;3675,57;3818,79;
6040603000;"Powiat bydgoski";1741,56;1784,25;1841,90;1930,38;1966,50;2236,28;2538,37;2611,54;2710,17;2876,85;3028,70;3233,47;3410,14;3548,05;
6040615000;"Powiat toruński";1733,44;1750,13;1848,94;1864,47;1935,61;2100,86;2334,20;2399,99;2520,88;2641,14;2738,84;2911,23;3036,13;3107,90;
6040661000;"Powiat m.Bydgoszcz";2126,46;2162,47;2259,10;2343,98;2482,78;2690,84;2973,85;3074,32;3184,45;3363,68;3468,51;3589,06;3677,79;3850,09;
6040663000;"Powiat m.Toruń";2070,67;2151,47;2267,80;2384,02;2560,95;2753,44;3038,58;3175,43;3220,95;3414,28;3545,32;3719,69;3876,00;3991,61;
6040700000;"PODREGION 7 - GRUDZIĄDZKI";1776,60;1816,57;1891,87;1891,81;2006,98;2178,29;2388,26;2504,33;2638,68;2770,42;2920,47;3050,67;3206,48;3256,32;
6040702000;"Powiat brodnicki";1732,43;1773,08;1838,10;1939,95;2041,19;2198,64;2367,29;2454,56;2593,62;2714,96;2878,25;2989,17;3146,55;3165,06;
6040704000;"Powiat chełmiński";1876,56;1950,95;2045,35;1779,56;1919,16;2108,73;2269,91;2452,10;2685,20;2772,46;2901,58;3095,76;3250,60;3299,94;
6040705000;"Powiat golubsko-dobrzyński";1704,25;1728,81;1810,65;1892,63;1978,27;2164,60;2394,01;2492,92;2655,44;2864,08;3047,13;3179,59;3374,60;3492,49;
6040706000;"Powiat grudziądzki";1668,70;1699,67;1804,01;1951,27;1984,16;2126,35;2362,16;2483,55;2634,23;2840,81;3014,90;3136,50;3305,50;3403,47;
6040712000;"Powiat rypiński";1655,63;1753,19;1830,74;1865,83;2016,12;2144,46;2376,28;2482,02;2645,83;2743,36;2894,87;2983,31;3089,22;3134,03;
6040717000;"Powiat wąbrzeski";1851,50;1809,06;1921,86;1980,24;2073,34;2193,29;2385,45;2582,75;2660,78;2859,74;3010,76;3132,56;3204,19;3336,63;
6040762000;"Powiat m.Grudziądz";1811,37;1842,79;1896,20;1889,84;2014,26;2210,11;2453,87;2553,10;2641,57;2754,99;2885,61;3021,42;3196,00;3212,29;
6040800000;"PODREGION 8 - WŁOCŁAWSKI";1875,47;1925,58;2013,28;2085,49;2186,49;2318,68;2530,72;2679,12;2787,61;2904,53;3010,94;3158,43;3256,36;3321,87;
6040801000;"Powiat aleksandrowski";1666,30;1718,03;1768,67;1813,70;1931,33;2048,15;2264,20;2362,55;2529,72;2624,54;2752,37;2913,18;2992,70;3099,06;
6040808000;"Powiat lipnowski";1622,21;1710,96;1708,61;1921,54;1968,87;2074,42;2337,65;2436,37;2541,26;2668,15;2820,97;2886,36;2898,10;2859,77;
6040811000;"Powiat radziejowski";1682,98;1774,56;1820,47;1902,61;1994,04;2146,56;2346,78;2421,58;2580,17;2687,99;2737,21;2858,06;2931,39;3095,39;
6040818000;"Powiat włocławski";1655,51;1616,40;1628,04;1717,01;1898,26;2010,89;2231,78;2379,63;2500,93;2644,28;2742,36;2883,38;3058,58;3137,40;
6040864000;"Powiat m.Włocławek";2029,35;2090,24;2226,23;2279,95;2383,02;2531,51;2745,60;2931,23;3018,94;3132,44;3240,04;3419,98;3530,87;3631,31;
6046700000;"PODREGION 67 - INOWROCŁAWSKI";1799,88;1836,04;1905,01;1958,96;2052,03;2192,49;2448,48;2606,69;2710,36;2837,70;2940,76;3043,51;3138,04;3220,10;
6046707000;"Powiat inowrocławski";1878,98;1913,68;1988,00;2039,85;2127,09;2251,00;2538,74;2688,19;2784,22;2889,59;2996,73;3096,02;3196,03;3257,22;
6046709000;"Powiat mogileński";1676,93;1727,76;1800,77;1863,38;1977,45;2167,70;2387,27;2550,92;2610,47;2785,00;2860,46;2949,32;3155,63;3317,85;
6046710000;"Powiat nakielski";1751,93;1784,94;1852,69;1932,12;1997,90;2145,00;2375,03;2539,05;2702,71;2868,29;2988,21;3080,04;3122,28;3182,69;
6046719000;"Powiat żniński";1665,11;1703,08;1751,39;1779,84;1906,51;2062,85;2252,18;2413,71;2507,49;2645,24;2741,57;2877,89;2927,35;3042,27;
6046800000;"PODREGION 68 - ŚWIECKI";1903,12;1975,29;2029,57;2065,98;2144,85;2306,41;2547,18;2692,07;2803,04;2926,08;3060,00;3199,93;3318,40;3374,50;
6046813000;"Powiat sępoleński";1574,75;1606,38;1736,88;1811,71;1901,51;2047,91;2296,09;2537,61;2696,45;2820,74;2928,20;3077,03;3148,04;3232,37;
6046814000;"Powiat świecki";2103,67;2191,37;2210,25;2208,99;2290,19;2465,01;2711,04;2813,48;2901,68;3031,32;3171,00;3343,53;3482,66;3516,40;
6046816000;"Powiat tucholski";1675,59;1693,92;1773,60;1855,47;1916,60;2051,01;2267,68;2446,84;2588,59;2694,54;2831,86;2882,14;2983,14;3067,37;
6220000000;"POMORSKIE";2175,63;2257,16;2374,71;2511,25;2650,20;2882,56;3167,70;3320,06;3383,58;3567,49;3696,89;3847,12;4011,59;4132,13;
6224000000;"PODREGION 40 - GDAŃSKI";1847,28;1923,72;1996,13;2047,07;2197,57;2439,76;2669,51;2814,76;2888,65;3018,67;3112,25;3240,53;3379,35;3487,73;
6224004000;"Powiat gdański";1916,30;1966,31;2113,87;2143,99;2401,19;2612,77;2835,59;2969,61;3090,49;3182,04;3295,86;3408,99;3646,31;3806,02;
6224005000;"Powiat kartuski";1752,12;1860,29;1929,29;1972,88;2093,78;2295,23;2520,96;2749,16;2765,79;2887,04;2973,37;3110,80;3217,20;3275,79;
6224010000;"Powiat nowodworski";1782,70;1845,08;1949,89;1995,38;2072,03;2238,76;2489,29;2712,39;2751,87;2972,49;3114,10;3209,61;3350,00;3422,12;
6224011000;"Powiat pucki";1889,24;1905,49;1956,29;2052,23;2165,88;2403,82;2628,47;2735,02;2872,86;3002,77;3144,54;3361,03;3505,43;3584,09;
6224015000;"Powiat wejherowski";1859,51;1963,40;2004,85;2051,05;2200,05;2492,52;2726,86;2829,33;2900,50;3029,92;3091,32;3194,41;3302,51;3441,57;
6224100000;"PODREGION 41 - SŁUPSKI";1832,37;1905,34;1988,38;2051,90;2149,96;2333,01;2585,39;2771,16;2879,61;2996,75;3143,45;3238,52;3386,72;3488,42;
6224101000;"Powiat bytowski";1699,35;1804,97;1879,21;2003,67;2098,96;2277,73;2537,65;2659,26;2766,41;2947,50;3086,80;3133,22;3310,32;3447,30;
6224108000;"Powiat lęborski";1779,60;1868,40;1982,02;2079,09;2167,27;2390,56;2658,12;2786,53;2847,29;2947,96;3146,36;3292,33;3459,86;3554,76;
6224112000;"Powiat słupski";1662,73;1756,63;1850,41;1954,55;2026,43;2208,96;2410,06;2593,99;2783,14;2911,32;3016,33;3128,75;3409,29;3497,25;
6224163000;"Powiat m.Słupsk";1977,03;2026,79;2100,44;2111,10;2231,21;2399,33;2667,51;2897,25;2990,58;3083,98;3234,17;3330,92;3384,58;3478,22;
6224200000;"PODREGION 42 - STAROGARDZKI";2017,38;2150,02;2193,50;2280,76;2391,84;2537,85;2733,06;2884,92;2957,88;3136,22;3307,13;3484,32;3588,58;3666,90;
6224207000;"Powiat kwidzyński";2223,92;2458,31;2344,97;2413,15;2512,04;2611,08;2820,67;2983,83;3030,53;3243,13;3421,10;3524,89;3675,82;3771,88;
6224209000;"Powiat malborski";1895,74;1947,67;2007,41;2044,03;2150,54;2318,06;2657,47;2751,39;2825,70;2963,76;3127,32;3387,60;3375,47;3408,03;
6224213000;"Powiat starogardzki";2013,14;2153,38;2209,43;2313,11;2442,48;2595,63;2727,06;2856,49;2934,77;3058,97;3245,52;3388,99;3443,68;3560,38;
6224214000;"Powiat tczewski";1983,91;2055,31;2204,43;2317,41;2435,18;2593,90;2772,58;2965,20;3061,62;3286,26;3412,17;3626,76;3766,37;3821,28;
6224216000;"Powiat sztumski";1676,72;1760,62;1914,78;1993,51;2054,99;2222,23;2430,42;2598,73;2600,15;2749,43;3017,10;3261,74;3461,78;3455,74;
6224300000;"PODREGION 43 - TRÓJMIEJSKI";2470,83;2551,78;2732,27;2924,86;3092,80;3380,40;3732,78;3906,06;3967,76;4189,86;4307,53;4481,04;4701,11;4864,05;
6224361000;"Powiat m.Gdańsk";2491,47;2611,00;2767,68;3017,45;3177,70;3473,08;3847,90;4053,17;4108,37;4327,35;4411,71;4562,66;4814,14;4992,14;
6224362000;"Powiat m.Gdynia";2423,41;2418,93;2658,04;2741,05;2914,02;3198,33;3493,85;3583,90;3662,62;3938,74;4067,07;4298,33;4457,62;4566,82;
6224364000;"Powiat m.Sopot";2496,10;2593,94;2727,49;2824,33;3068,44;3286,43;3721,15;3901,72;3941,65;3985,66;4375,89;4500,07;4646,29;4836,93;
6227200000;"PODREGION 72 - CHOJNICKI";1739,63;1788,40;1860,65;1934,83;1990,92;2171,65;2409,72;2515,29;2632,59;2752,14;2875,58;2992,83;3087,15;3189,85;
6227202000;"Powiat chojnicki";1689,15;1734,98;1790,87;1881,88;1964,99;2124,02;2350,96;2458,88;2557,33;2689,90;2804,08;2941,87;3043,10;3133,05;
6227203000;"Powiat człuchowski";1749,69;1820,32;1938,97;2021,10;2057,52;2274,37;2552,55;2624,95;2785,13;2902,91;3055,87;3170,99;3267,55;3384,44;
